language,error_type,buggy_code,fixed_code,line_no
C++,MissingDelimiter,int z = 30,int z = 30;,1.0
C++,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,WildcardImport,from datetime import *,"from datetime import datetime, timedelta",1.0
Python,MissingDelimiter,"def add(a, b)
    return a + b","def add(a, b):
    return a + b",1.0
Python,TypeMismatch,x = '5' + 3,x = int('5') + 3,1.0
C++,UnusedVariable,"int x = 10;
cout << ""Hi"";","cout << ""Hi"";",1.0
Python,UndeclaredIdentifier,"for item in inventory:
    print(item.price)",,
C,MissingInclude,"int main() {
    time_t t = time(NULL);
    printf(""%ld\n"", t);
    return 0;
}",,
Python,ImportError,from datetime import datetimee,from datetime import datetime,1.0
Java,MissingDelimiter,"System.out.println(""Hi"")","System.out.println(""Hi"");",1.0
C++,InvalidAssignment,5 = x;,int x = 5;,1.0
Java,UnclosedString,"System.out.println(""Hello);","System.out.println(""Hello"");",1.0
C++,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2.0
C++,MissingInclude,"int main() { string s = ""hi""; return 0; }","#include <string>
using namespace std;
int main() { string s = ""hi""; return 0; }",1.0
Python,NameError,print(undefined_var),"undefined_var = 10
print(undefined_var)",1.0
Python,TypeMismatch,x = '5' + 3,x = int('5') + 3,1.0
Python,IndentationError,"class Animal:
def speak(self):
    print('...')",,
C,UnusedVariable,"int x = 10;
printf(""Hi"");","printf(""Hi"");",1.0
C,InvalidAssignment,5 = x;,int x = 5;,1.0
C,DivisionByZero,int r = 25 / (b - b);,int r = 25 / ((b - b) ? (b - b) : 1);,1.0
Python,WildcardImport,from math import *,from math import sqrt,1.0
Python,MutableDefault,"def append_to(element, lst=[]): lst.append(element)","def append_to(element, lst=None):
    if lst is None: lst = []
    lst.append(element)",1.0
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1.0
C,MissingDelimiter,float pi = 3.14,float pi = 3.14;,1.0
Python,LineTooLong,print('This is a very very very very very very very very very very long line'),print('This is a long line'),1.0
Python,InfiniteLoop,"i = 0
while i < 100:
    print(i)
    i = i",,
Python,NoError,"unique = {1, 2, 3, 4, 5}","unique = {1, 2, 3, 4, 5}",
Python,DivisionByZero,"total_cost = 200
items = 0
cost_per_item = total_cost / items","total_cost = 200
items = 0
cost_per_item = total_cost / items if items > 0 else 0",3.0
C++,InvalidAssignment,"""hello"" = str;","str = ""hello"";",1.0
Java,DivisionByZero,"public int calculate() {
    int denominator = 0;
    return 27 / denominator;
}",,
Python,TypeMismatch,x = '5' + 3,x = int('5') + 3,1.0
Java,TypeMismatch,"Object obj = 93 + ""string"";",,
Java,UndeclaredIdentifier,System.out.println(x);,"int x = 10;
System.out.println(x);",1.0
Python,ImportError,"import numpyy
numpyy.array([1,2])","import numpy
numpy.array([1,2])",1.0
C++,LineTooLong,"#include <iostream>
using namespace std;
int main() {
    cout << ""This is a very long output message that exceeds the recommended line length limit for code readability: "" << value1 << "" and "" << value2 << endl;
    return 0;
}",,
Java,UndeclaredIdentifier,System.out.println(x);,"int x = 10;
System.out.println(x);",1.0
Python,WildcardImport,"from pathlib import *
p = Path('.')",,
Python,TypeMismatch,result = 'string' + 58,,
Python,UnusedVariable,"x = 10
print('Hi')",print('Hi'),1.0
Python,NoError,"matrix = [[1,2,3],[4,5,6],[7,8,9]]
transposed = [[row[i] for row in matrix] for i in range(3)]",,
Python,InvalidAssignment,"[1,2,3] = numbers",,
Python,LineTooLong,print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),"print(
    'This is an extremely long string '
    'split across multiple lines'
)",1.0
Java,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1.0
Python,ImportError,"import not_a_real_module
config = not_a_real_module.Config()",,
C,TypeMismatch,int* ptr = 22;,,
C,TypeMismatch,"double d = ""hello"";",,
Python,TypeMismatch,"y = 6 + [1, 2, 3]",,
Python,TypeMismatch,x = '5' + 3,x = int('5') + 3,1.0
Java,DivisionByZero,double result = 94.0 / 0.0;,,
C++,MissingInclude,"int main() { cout << ""Hi""; return 0; }","#include <iostream>
using namespace std;
int main() { cout << ""Hi""; return 0; }",1.0
C++,TypeMismatch,"long l = 100000;
short s = l;","long l = 100000;
short s = static_cast<short>(l);",2.0
C,TypeMismatch,"enum Color {RED, GREEN};
int x = RED;
char y = x;","enum Color {RED, GREEN};
int x = RED;
int y = x;",3.0
Python,WildcardImport,"from string import *
print(ascii_letters)",,
Python,WildcardImport,from math import *,"from math import sqrt, pi",1.0
C,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1.0
C,UndeclaredIdentifier,"printf(""%d"", x);","int x = 10;
printf(""%d"", x);",1.0
Python,IndentationError,"def func():
print('Hi')","def func():
    print('Hi')",2.0
Python,MutableDefault,"def add_item(x, lst=[]): lst.append(x)","def add_item(x, lst=None):
    if lst is None: lst = []
    lst.append(x)",1.0
Java,MissingDelimiter,int x = 5,int x = 5;,1.0
Java,UnclosedString,"String s = ""hello;","String s = ""hello"";",1.0
Python,NoError,"import os
files = [f for f in os.listdir('.') if f.endswith('.py')]
print(len(files))",,
Python,InvalidAssignment,17 = x,,
C++,MissingDelimiter,"int a = 5
int b = 10;","int a = 5;
int b = 10;",1.0
Python,ImportError,"import uninstalled_lib
model = uninstalled_lib.Model()",,
C++,InfiniteLoop,"while (true) {
}","while (condition) {
}",1.0
Java,MissingDelimiter,"String name = ""value""",,
Java,MissingDelimiter,int x = 53,,
Python,UnusedVariable,"def process(data):
    temp = data * 2
    result = data + 1
    return result",,
Python,NameError,print(x),"x = 10
print(x)",1.0
Python,IndentationError,"class Test:
def __init__(self):
pass","class Test:
    def __init__(self):
        pass",3.0
C++,DivisionByZero,"long n = 1000;
long d = 0;
long r = n / d;","long n = 1000;
long d = 0;
long r = (d != 0) ? n / d : 0;",3.0
Java,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2.0
C,UnusedVariable,"int main() {
    int a = 5;
    int b = 10;
    int c = 15;
    printf(""%d\n"", a + b);
    return 0;
}",,
Java,DivisionByZero,"float sum = 500.0f;
float items = 0.0f;
float mean = sum / items;","float sum = 500.0f;
float items = 0.0f;
float mean = (items > 0) ? sum / items : 0;",3.0
Python,IndentationError,"def func():
print('Hi')","def func():
    print('Hi')",2.0
Python,ImportError,"import pandass
pandass.DataFrame()","import pandas
pandas.DataFrame()",1.0
C,MissingDelimiter,"double d = 3.14159
int i = (int)d;","double d = 3.14159;
int i = (int)d;",1.0
Python,MissingImport,result = math.sqrt(16),"import math
result = math.sqrt(16)",1.0
Java,LineTooLong,"public class Main {
    public static boolean checkCondition(User user, Config config, Database db, Logger logger, Validator validator, AuthService auth) {
        return user.isActive() && config.isEnabled() && auth.isAuthorized(user);
    }
}",,
C++,DivisionByZero,"int total = 100;
int count = 0;
int avg = total / count;","int total = 100;
int count = 0;
int avg = (count > 0) ? total / count : 0;",3.0
Python,WildcardImport,from math import *,from math import sqrt,1.0
Python,DivisionByZero,"a = 91
b = 0
c = a / b",,
C,InvalidAssignment,"""string"" = value;",,
Java,DivisionByZero,"int a = 31;
int b = 0;
int c = a / b;",,
C,InfiniteLoop,"int i = 0; while (i < 10) { printf(""%d"", i); }","int i = 0; while (i < 10) { printf(""%d"", i); i++; }",1.0
C++,InvalidAssignment,5 = x;,x = 5;,1.0
C++,DivisionByZero,int result = 10 / 0;,int result = 10 / 1;  // Avoid division by zero,1.0
Python,UnmatchedBracket,print((1 + 2),print((1 + 2)),1.0
Python,TypeMismatch,d = {1: 2} + 54,,
Java,TypeMismatch,"int value = ""string"";",,
C,NoError,"#include <stdio.h>
int factorial(int n) {
    if (n <= 1) return 1;
    return n * factorial(n-1);
}
int main() {
    printf(""%d\n"", factorial(5));
    return 0;
}",,
Python,MutableDefault,"def configure(key, val, config={}):
    config[key] = val
    return config",,
Java,TypeMismatch,boolean flag = 1;,,
Java,TypeMismatch,"Object obj = 86 + ""string"";",,
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1.0
Python,MutableDefault,"def update(val, config={}): config['val'] = val","def update(val, config=None):
    if config is None: config = {}
    config['val'] = val",1.0
Python,WildcardImport,from datetime import *,"from datetime import datetime, timedelta",1.0
Python,UnusedVariable,"x = 10
print('Hi')",print('Hi'),1.0
Python,LineTooLong,print('This is a very very very very very very very very very very long line'),print('This is a long line'),1.0
C,MissingDelimiter,continue,,
Java,MissingDelimiter,"try {
    int x = 1/0
} catch (Exception e) { }","try {
    int x = 1/0;
} catch (Exception e) { }",2.0
C++,DivisionByZero,"int x = 42;
int y = 0;
int mod = x % y;","int x = 42;
int y = 0;
int mod = (y != 0) ? x % y : 0;",3.0
C++,TypeMismatch,"double d = 3.14;
int i = d;","double d = 3.14;
int i = static_cast<int>(d);",2.0
Python,DivisionByZero,x = 100 / (5 - 5),"x = 100 / max(5 - 5, 1)",1.0
Python,MutableDefault,"def add_item(x, items=[]): items.append(x)","def add_item(x, items=None):
    if items is None: items = []
    items.append(x)",1.0
Python,WildcardImport,from math import *,from math import sqrt,1.0
Python,WildcardImport,from os import *,"from os import path, getcwd",1.0
Python,MissingImport,"pattern = re.compile(r'\d+')
matches = pattern.findall(text)",,
C++,NoError,"#include <iostream>\n#include <vector>\nusing namespace std;\nint main() {\n    vector<int> v = {1, 2, 3};\n    cout << v[0] << endl;\n    return 0;\n}","#include <iostream>\n#include <vector>\nusing namespace std;\nint main() {\n    vector<int> v = {1, 2, 3};\n    cout << v[0] << endl;\n    return 0;\n}",
Java,UndeclaredIdentifier,"public class Main {
    public static void main(String[] args) {
        result = 42;
        System.out.println(result);
    }
}",,
C,UnusedVariable,float unused = 3.14; return 0;,return 0;,1.0
Java,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
C,DivisionByZero,int result = 10 / 0;,int result = 10 / 1;  /* Avoid division by zero */,1.0
Python,UnreachableCode,"def check(x):
    if x > 0:
        return True
    else:
        return False
    return None",,
C++,MissingInclude,"int main() {
    vector<int> v = {1,2,3};
    return 0;
}",,
Python,InvalidAssignment,5 + 3 = result,,
Python,WildcardImport,from random import *,"from random import randint, choice",1.0
C,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1.0
Python,DivisionByZero,"def divide(x, y=0):
    return x / y
result = divide(21)",,
Python,WildcardImport,from random import *,"from random import randint, choice",1.0
Python,NoError,text = 'line1\nline2\nline3',text = 'line1\nline2\nline3',
Python,NoError,"class Stack:
    def __init__(self):
        self.items = []
    def push(self, item):
        self.items.append(item)
    def pop(self):
        return self.items.pop()",,
Python,InfiniteLoop,"count = 0
while count != 10:
    count += 2",,
Python,MissingImport,request.get('url'),"import requests
request.get('url')",1.0
C,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
C,UndeclaredIdentifier,"#include <stdio.h>
int main() {
    int total = base + tax;
    printf(""%d\n"", total);
    return 0;
}",,
Java,DivisionByZero,int mod = 4 % 0;,,
C,UnreachableCode,"return;
printf(""Hi"");","printf(""Hi"");",2.0
Python,NoError,class Dog:\n    pass,class Dog:\n    pass,
C++,UnreachableCode,"void process() {
    throw runtime_error(""error"");
    cleanup();
}",,
Java,MissingDelimiter,list.add(item),,
Python,LineTooLong,"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)","result = very_long_function_name(
    arg1, arg2, arg3, arg4,
    arg5, arg6, arg7, arg8
)",1.0
C,MissingDelimiter,float pi = 3.14,float pi = 3.14;,1.0
Java,InvalidAssignment,5 = x;,int x = 5;,1.0
Java,UnreachableCode,"return;
System.out.println(""Hi"");","System.out.println(""Hi"");",2.0
Java,UndeclaredIdentifier,System.out.println(x);,"int x = 10;
System.out.println(x);",1.0
C++,InvalidAssignment,5 = x;,int x = 5;,1.0
Python,LineTooLong,"data = {'key1': value1, 'key2': value2, 'key3': value3, 'key4': value4, 'key5': value5, 'key6': value6, 'key7': value7}",,
Java,MissingDelimiter,return 39,,
Python,DuplicateDefinition,"def f(): pass
def f(): pass",def f(): pass,2.0
C++,MissingInclude,int main() { vector<int> v; return 0; },"#include <vector>
using namespace std;
int main() { vector<int> v; return 0; }",1.0
C++,InfiniteLoop,"while (true) {
}","while (condition) {
}",1.0
C,DivisionByZero,"int x = 0;
int y = 70 / x;",,
Python,WildcardImport,from math import *,from math import sqrt,1.0
Java,DivisionByZero,"int correct = 20;
int total = 0;
int accuracy = correct / total;","int correct = 20;
int total = 0;
int accuracy = (total > 0) ? correct / total : 0;",3.0
Python,NoError,while x < 10:\n    x += 1,while x < 10:\n    x += 1,
Python,NoError,power = x ** 2,power = x ** 2,
Python,LineTooLong,print('This is a very very very very very very very very very very long line'),print('This is a long line'),1.0
C,MissingDelimiter,"printf(""Hello"")",,
C,UnmatchedBracket,"int main() {
  printf(""Hi"");
","int main() {
  printf(""Hi"");
}",2.0
Python,ImportError,"from os import pathh
pathh.exists('file')","from os import path
path.exists('file')",1.0
Java,InvalidAssignment,"""string"" = value;",,
C++,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
Java,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2.0
C,DivisionByZero,"float miles = 100.0;
float gallons = 0.0;
float mpg = miles / gallons;","float miles = 100.0;
float gallons = 0.0;
float mpg = (gallons > 0) ? miles / gallons : 0;",3.0
Python,UnclosedString,print('Hello),print('Hello'),1.0
Python,ImportError,"import unavailable_package
conn = unavailable_package.connect('localhost')",,
Python,IndentationError,"try:
x = int('abc')
except:
    pass",,
Python,DivisionByZero,"data = [10, 20, 30]
count = len(data) - 3
avg = sum(data) / count","data = [10, 20, 30]
count = len(data) - 3
avg = sum(data) / count if count > 0 else 0",3.0
Python,LineTooLong,print('This is a very very very very very very very very very very long line'),print('This is a long line'),1.0
C,DuplicateDefinition,int var = 1; int var = 2;,int var = 1; var = 2;,1.0
Python,MutableDefault,"def process(data, cache={}): cache[data] = True","def process(data, cache=None):
    if cache is None: cache = {}
    cache[data] = True",1.0
C,InvalidAssignment,15 = x;,,
C++,DuplicateDefinition,"#include <iostream>
using namespace std;
int counter = 0;
int counter = 10;
int main() {
    cout << counter << endl;
    return 0;
}",,
C,TypeMismatch,int* ptr = 70;,,
C++,MissingInclude,int main() { vector<int> v; return 0; },"#include <vector>
using namespace std;
int main() { vector<int> v; return 0; }",1.0
Python,IndentationError,"def test():
print('error')","def test():
    print('error')",2.0
C++,UndeclaredIdentifier,"#include <iostream>
using namespace std;
void display() {
    cout << message << endl;
}",,
Python,ImportError,"import numpyy
numpyy.array([1,2])","import numpy
numpy.array([1,2])",1.0
Java,TypeMismatch,"String count = ""10"";
int result = count + 5;","int count = 10;
int result = count + 5;",2.0
Python,UnusedVariable,"x = 10
y = 20
print(x)",,
Python,ImportError,from datetime import datetimee,from datetime import datetime,1.0
C++,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
Python,InfiniteLoop,"while True:
    pass","while condition:
    pass",1.0
Python,NoError,"names = ['Alice', 'Bob', 'Charlie']","names = ['Alice', 'Bob', 'Charlie']",
Java,MissingDelimiter,"String name = ""value""",,
Python,MissingDelimiter,"def add(a, b)
    return a + b","def add(a, b):
    return a + b",1.0
Java,MissingDelimiter,return result,return result;,1.0
Python,NameError,result = x + y,"x = 5
y = 10
result = x + y",1.0
Python,UnmatchedBracket,"result = func(a, (b + c, d)
print(result)",,
Java,TypeMismatch,"long big = 1000000;
int small = big;","long big = 1000000;
int small = (int)big;",2.0
Python,UnusedVariable,"x = 10
print('Hi')",print('Hi'),1.0
Python,InvalidAssignment,True = flag,,
C,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
Python,MissingImport,"np.array([1,2,3])","import numpy as np
np.array([1,2,3])",1.0
C,TypeMismatch,"int value = ""string"";",,
Python,DivisionByZero,result = 10 / 0,result = 10 / 1  # Avoid division by zero,1.0
Python,InvalidAssignment,func() = result,,
C++,MissingDelimiter,int x = 10,int x = 10;,1.0
C++,InvalidAssignment,"""hello"" = str;","str = ""hello"";",1.0
Python,WildcardImport,from math import *,"from math import sqrt, pi",1.0
Python,WildcardImport,from datetime import *,"from datetime import datetime, timedelta",1.0
Python,NoError,"def add(a: int, b: int) -> int:\n    return a + b","def add(a: int, b: int) -> int:\n    return a + b",
Python,UnreachableCode,"return
print('Hi')",print('Hi'),2.0
Python,ImportError,"import randomm
randomm.randint(1,10)","import random
random.randint(1,10)",1.0
C,MissingDelimiter,int x = 7,,
Python,UndeclaredIdentifier,"total = sum(prices)
print(average)",,
Python,NoError,product = x * y,product = x * y,
C++,TypeMismatch,"int arr[5];
int len = arr;","int arr[5];
int len = sizeof(arr)/sizeof(arr[0]);",2.0
Python,MissingImport,"plt.plot([1,2,3])","import matplotlib.pyplot as plt
plt.plot([1,2,3])",1.0
C++,UndeclaredIdentifier,cout << x;,"int x = 10;
cout << x;",1.0
Python,MissingDelimiter,"while True
    break",,
C++,DivisionByZero,"int rev = 1000;
int emp = 0;
int rpe = rev / emp;","int rev = 1000;
int emp = 0;
int rpe = (emp > 0) ? rev / emp : 0;",3.0
Java,DivisionByZero,int r = 50 / (a - a);,"int r = 50 / Math.max(a - a, 1);",1.0
Java,UnreachableCode,"return;
System.out.println(""Hi"");","System.out.println(""Hi"");",2.0
Python,DuplicateDefinition,"class Config:
    DEBUG = True
    DEBUG = False",,
C,UnmatchedBracket,"int main() { printf(""Hi""; return 0; }","int main() { printf(""Hi""); return 0; }",1.0
C,MissingDelimiter,continue,,
C++,InfiniteLoop,"while (true) {
}","while (condition) {
}",1.0
Python,MissingImport,"counter = Counter(words)
print(counter.most_common(10))",,
Python,UnmatchedBracket,print((1 + 2),print((1 + 2)),1.0
Java,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2.0
Python,IndentationError,"for i in range(5):
print(i)","for i in range(5):
    print(i)",2.0
Python,IndentationError,"def outer():
    def inner():
    return 1
    return inner",,
Python,IndentationError,"def func():
print('Hi')","def func():
    print('Hi')",2.0
Java,MissingImport,ArrayList list = new ArrayList();,"import java.util.ArrayList;
ArrayList list = new ArrayList();",1.0
Java,DivisionByZero,"double distance = 50.0;
double time = 0.0;
double speed = distance / time;","double distance = 50.0;
double time = 0.0;
double speed = (time > 0) ? distance / time : 0;",3.0
Java,UnmatchedBracket,"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
","public class Test {
  public static void main(String[] args) {
    System.out.println(1);
  }
}",3.0
Python,InfiniteLoop,"while 1:
    process()",,
C++,UnreachableCode,"int main() {
    for (int i = 0; i < 10; i++) {
        break;
        cout << i << endl;
    }
    return 0;
}",,
Python,NameError,total = count * 2,"count = 5
total = count * 2",1.0
Python,LineTooLong,print('This is a very very very very very very very very very very long line'),print('This is a long line'),1.0
Python,IndentationError,"for i in range(5):
print(i)","for i in range(5):
    print(i)",2.0
C,TypeMismatch,"double d = 10.5;
int x = d + 5;","double d = 10.5;
int x = (int)d + 5;",2.0
Java,MissingDelimiter,return 75,,
Python,WildcardImport,from datetime import *,"from datetime import datetime, timedelta",1.0
Python,InvalidAssignment,x + 1 = result,,
Java,UnreachableCode,"return;
System.out.println(""Hi"");","System.out.println(""Hi"");",2.0
C,UnclosedString,"#include <stdio.h>
int main() {
    char *msg = ""Unclosed string;
    printf(""%s\n"", msg);
    return 0;
}",,
C++,UnreachableCode,"return 0;
cout << ""Hi"";","cout << ""Hi"";",2.0
Python,InfiniteLoop,"while True:
    pass","while condition:
    pass",1.0
Java,UnclosedString,"System.out.println(""Hello);","System.out.println(""Hello"");",1.0
Python,ImportError,from datetime import datetimee,from datetime import datetime,1.0
Java,TypeMismatch,"String val = ""50"";
if (val % 2 == 0) { }","int val = 50;
if (val % 2 == 0) { }",2.0
Python,IndentationError,"if True:
x = 5","if True:
    x = 5",2.0
Python,IndentationError,"while True:
break","while True:
    break",2.0
Java,MissingDelimiter,int x = 5,int x = 5;,1.0
Java,InfiniteLoop,"while (true) {
}","while (condition) {
}",1.0
C++,UnreachableCode,"return 0;
cout << ""Hi"";","cout << ""Hi"";",2.0
C,MissingDelimiter,int x = 10,int x = 10;,1.0
C++,UnmatchedBracket,"vector<int> v = {1, 2, 3;","vector<int> v = {1, 2, 3};",1.0
Java,DivisionByZero,"int price = 100;
int qty = 0;
int unit = price / qty;","int price = 100;
int qty = 0;
int unit = (qty > 0) ? price / qty : 0;",3.0
Python,MutableDefault,"def add_item(x, lst=[]): lst.append(x)","def add_item(x, lst=None):
    if lst is None: lst = []
    lst.append(x)",1.0
Python,InvalidAssignment,5 = x,x = 5,1.0
Python,WildcardImport,"from base64 import *
encoded = b64encode(b'hello')",,
Java,UnmatchedBracket,"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
","public class Test {
  public static void main(String[] args) {
    System.out.println(1);
  }
}",3.0
Java,MissingDelimiter,"if (x > 5) {
    result = true
}","if (x > 5) {
    result = true;
}",2.0
Python,UnmatchedBracket,print((1 + 2),print((1 + 2)),1.0
Python,DuplicateDefinition,"def get_name():
    return 'Alice'

def get_age():
    return 30

def get_name():
    return 'Bob'",,
C++,MissingDelimiter,int x = 10,int x = 10;,1.0
Java,NoError,"public class Calculator {
    public int add(int a, int b) { return a + b; }
    public int subtract(int a, int b) { return a - b; }
    public int multiply(int a, int b) { return a * b; }
}",,
Python,MutableDefault,"def add_item(x, items=[]): items.append(x)","def add_item(x, items=None):
    if items is None: items = []
    items.append(x)",1.0
Python,TypeMismatch,"nums = '123'
for n in nums:
    print(int(n) + 5)","nums = [1, 2, 3]
for n in nums:
    print(n + 5)",2.0
Python,MissingImport,"t = threading.Thread(target=worker)
t.start()",,
Python,IndentationError,"if condition:
    do_something()
else:
do_other()",,
C++,InvalidAssignment,"""hello"" = str;","str = ""hello"";",1.0
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1.0
Python,ImportError,"import misng_lib
result = misng_lib.compute(10)",,
Java,InfiniteLoop,"while (true) { System.out.println(""loop""); }","while (true) { System.out.println(""loop""); break; }",1.0
C++,UnmatchedBracket,"#include <iostream>
using namespace std;
int main() {
    cout << ""Hello"" << endl;
    return 0;
",,
C,DivisionByZero,double result = 21.0 / 0.0;,,
Python,InfiniteLoop,"n = 1
while n > 0:
    n += 1",,
Java,UnusedVariable,"int x = 10;
System.out.println(""Hi"");","System.out.println(""Hi"");",1.0
C++,MissingDelimiter,"string name = ""Alice""
int age = 25;","string name = ""Alice"";
int age = 25;",1.0
Python,DivisionByZero,x = 10 / 0,x = 10 / 2,1.0
C++,InvalidAssignment,5 = x;,int x = 5;,1.0
Python,UndeclaredIdentifier,"response = requests.get(url)
print(response.json())",,
Python,MissingDelimiter,"if x > 5
    print('hello')",,
C,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2.0
Python,InvalidAssignment,5 = x,x = 5,1.0
Python,MutableDefault,"def add_item(x, lst=[]): lst.append(x)","def add_item(x, lst=None):
    if lst is None: lst = []
    lst.append(x)",1.0
Python,UnmatchedBracket,print((1 + 2),print((1 + 2)),1.0
C++,UnmatchedBracket,for (auto i : vec { },for (auto i : vec) { },1.0
Python,UnclosedString,print('Hello),print('Hello'),1.0
C,UnmatchedBracket,"int calc(int a, int b { return a + b; }","int calc(int a, int b) { return a + b; }",1.0
Python,TypeMismatch,"user_input = input('Value: ')
if user_input == 10:
    print('Match')","user_input = int(input('Value: '))
if user_input == 10:
    print('Match')",2.0
Python,NameError,result = x + y,"x = 5
y = 10
result = x + y",1.0
Python,WildcardImport,from math import *,"from math import sqrt, pi",1.0
Python,NameError,result = x + y,"x = 5
y = 10
result = x + y",1.0
Java,UnmatchedBracket,"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
","public class Test {
  public static void main(String[] args) {
    System.out.println(1);
  }
}",3.0
Python,WildcardImport,from os import *,"from os import path, getcwd",1.0
Java,TypeMismatch,"String input = ""10"";
while (input > 0) { input--; }","int input = 10;
while (input > 0) { input--; }",2.0
C,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,IndentationError,"class Test:
def __init__(self):
pass","class Test:
    def __init__(self):
        pass",3.0
Python,WildcardImport,from random import *,"from random import randint, choice",1.0
Java,UnusedVariable,"int x = 10;
System.out.println(""Hi"");","System.out.println(""Hi"");",1.0
C,TypeMismatch,"double rate = 0.05;
int percent = rate;","double rate = 0.05;
int percent = (int)rate;",2.0
Python,WildcardImport,from math import *,from math import sqrt,1.0
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1.0
Python,DivisionByZero,"def divide(x, y=0):
    return x / y
result = divide(45)",,
Java,InvalidAssignment,58 = x;,,
C,DivisionByZero,"float calculate() {
    int denominator = 0;
    return 72 / denominator;
}",,
Python,IndentationError,"def test():
print('error')","def test():
    print('error')",2.0
C++,MissingInclude,int main() { vector<int> v; return 0; },"#include <vector>
using namespace std;
int main() { vector<int> v; return 0; }",1.0
C,DivisionByZero,"float calculate() {
    int denominator = 0;
    return 73 / denominator;
}",,
Python,DivisionByZero,"result = 63 / 0
print(result)",,
Java,DivisionByZero,int mod = 72 % 0;,,
C,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,NameError,result = x + y,"x = 5
y = 10
result = x + y",1.0
C,UnusedVariable,char c = 'a'; int result = 5;,int result = 5;,1.0
Python,UnmatchedBracket,"matrix = [[1, 2, 3], [4, 5, 6]
print(matrix)",,
C,MissingInclude,int main() { sqrt(16); return 0; },"#include <math.h>
int main() { sqrt(16); return 0; }",1.0
C++,InfiniteLoop,"#include <iostream>
using namespace std;
int main() {
    int x = 0;
    while (x < 10) {
        cout << x << endl;
    }
    return 0;
}",,
C++,MissingInclude,int main() { vector<int> v; return 0; },"#include <vector>
using namespace std;
int main() { vector<int> v; return 0; }",1.0
Python,ImportError,from datetime import datetimee,from datetime import datetime,1.0
C++,UnmatchedBracket,"#include <iostream>
using namespace std;
int add(int a, int b {
    return a + b;
}",,
C,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,UnreachableCode,"return
print('Hi')",print('Hi'),2.0
C++,MissingInclude,int main() { vector<int> v; return 0; },"#include <vector>
using namespace std;
int main() { vector<int> v; return 0; }",1.0
C++,TypeMismatch,"int x = 42;
void *p = x;","int x = 42;
void *p = static_cast<void*>(&x);",2.0
Python,MissingImport,"re.match(r'\d+', '123')","import re
re.match(r'\d+', '123')",1.0
C,DivisionByZero,"int a = 94;
int b = 0;
int c = a / b;",,
C++,TypeMismatch,"string count = ""10"";
for (int i = 0; i < count; i++) { }","int count = 10;
for (int i = 0; i < count; i++) { }",2.0
Python,ImportError,"import absnt_module as am
pm.process()",,
Python,MissingDelimiter,"def add(a, b)
    return a + b","def add(a, b):
    return a + b",1.0
Java,InvalidAssignment,"public class Main {
    public static void main(String[] args) {
        final int MAX = 100;
        MAX = 200;
    }
}",,
C++,DivisionByZero,int result = 10 / 0;,int result = 10 / 1;  // Avoid division by zero,1.0
C,UndeclaredIdentifier,"printf(""%d"", x);","int x = 10;
printf(""%d"", x);",1.0
Python,InfiniteLoop,"while True:
    pass","while condition:
    pass",1.0
C++,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1.0
Python,UnmatchedBracket,"values = tuple([x for x in range(10))
print(values)",,
Python,ImportError,"import randomm
randomm.randint(1,10)","import random
random.randint(1,10)",1.0
Java,InvalidAssignment,5 = x;,int x = 5;,1.0
Python,LineTooLong,print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),"print(
    'This is an extremely long string '
    'split across multiple lines'
)",1.0
Python,IndentationError,"def test():
print('error')","def test():
    print('error')",2.0
Python,IndentationError,"class Test:
def __init__(self):
pass","class Test:
    def __init__(self):
        pass",3.0
