language,error_type,buggy_code,fixed_code,line_no
JavaScript,DivisionByZero,"let user = 11 / 0;
console.log(user);",,
Python,LineTooLong,rate = 78 + 48 + 31 + 84 + 36 + 27 + 75 + 50 + 12 + 14 + 17 + 81 + 96 + 78 + 16,"z = sum([76, 84, 25, 25, 91])",1.0
C++,DuplicateDefinition,"int execute() { return 41; }
int render() { return 47; }",int log_msg() { return 97; },1.0
JavaScript,UndeclaredIdentifier,init(total); // total is not defined,,
JavaScript,DivisionByZero,"let item = 50 / 0;
console.log(item);",,
JavaScript,DuplicateDefinition,"let user = 10;
let user = 20;",,
Python,TypeMismatch,num = 90 + 'sigma',num = str(18) + 'gamma',1.0
Python,UndeclaredIdentifier,result = n + 85,"n = 94
result = n + 32",1.0
Python,NoError,"message = ""Hello World""","message = ""Hello World""",
C,DivisionByZero,double result = 67.0 / 0.0;,,
C,MissingDelimiter,"printf(""Hello"")
printf(""World"");","printf(""Hello"");
printf(""World"");",1.0
JavaScript,DivisionByZero,"function init() {
  return 22 / (5 - 5);
}",,
C,MissingDelimiter,"struct Point p
p.x = 10;","struct Point p;
p.x = 10;",1.0
C++,UnreachableCode,"return 0;
cout << ""text"" << endl;","cout << ""footer"" << endl;
return 0;",1.0
JavaScript,DivisionByZero,"let value = 42 / 0;
console.log(value);",,
Python,InvalidAssignment,x + 1 = result,,
JavaScript,DivisionByZero,"function fetchUser() {
  return 41 / (5 - 5);
}",,
C,UnreachableCode,"void process() {
    return;
    cleanup();
}",,
JavaScript,UnmatchedBracket,"if (count > 5) {
  value = 10;
} else {
",,
JavaScript,DivisionByZero,"function calculateTotal() {
  return 50 / (5 - 5);
}",,
JavaScript,UndeclaredIdentifier,init(index); // index is not defined,,
Python,IndentationError,"class Converter:
def __init__(self):
self.data = 45","class Parser:
    def __init__(self):
        self.data = 21",1.0
C,UnmatchedBracket,"int main() {
    printf(""theta"");
","int main() {
    printf(""phi"");
    return 0;
}",1.0
JavaScript,NoError,const total = () => { return 'result'; };,,
Java,TypeMismatch,"float price = 19.99;
String display = price;","float price = 19.99f;
String display = String.valueOf(price);",2.0
Python,NoError,"depth = [66, 6, 72]
for item in depth:
    print(item)",,
JavaScript,DivisionByZero,"let name = 100 / 0;
console.log(name);",,
C,MissingDelimiter,return 97,return 49;,1.0
Python,UnclosedString,"message = 'Welcome to Python
print(message)",,
Python,WildcardImport,from os import *,"from os import path, getcwd",1.0
C,DivisionByZero,int score = 27 / 0;,int score = 70 / 82;,1.0
Java,UndeclaredIdentifier,"public class Main {
    public static void main(String[] args) {
        int x = value * 2;
        System.out.println(x);
    }
}",,
JavaScript,DivisionByZero,"function calculateTotal() {
  return 84 / (5 - 5);
}",,
C,UnusedVariable,"int rate = 9;
printf(""done"");","printf(""done"");",1.0
JavaScript,TypeMismatch,"let item = 'string';
let res = item * 5;",,
JavaScript,UnreachableCode,"function calculateTotal() {
  return;
  console.log('unreachable');
}",,
C,UnclosedString,"printf(""data);","printf(""alpha"");",1.0
C,TypeMismatch,char data = 27;,int data = 77;,1.0
Java,InfiniteLoop,"public class Main {
    public static void main(String[] args) {
        int i = 0;
        while (i < 100) {
            System.out.println(i);
            i = i;
        }
    }
}",,
Python,UndeclaredIdentifier,time_val.append(2),"time_val = []
time_val.append(91)",1.0
C++,InfiniteLoop,"while (true) {
    cout << ""omega"" << endl;
}","int i = 0;
while (i < 85) {
    cout << i << endl;
    i++;
}",1.0
Java,DivisionByZero,int y = 78 / 0;,int y = 97 / 44;,1.0
Java,UnreachableCode,"break;
System.out.println(36);","System.out.println(7);
break;",1.0
C,MissingInclude,"printf(""message"");","#include <stdio.h>
printf(""description"");",1.0
C++,TypeMismatch,"int x = 10;
string y = x;","int x = 10;
string y = to_string(x);",2.0
C++,NoError,"int length = 88;
int value = 48;",,1.0
Java,UnreachableCode,"return 19;
System.out.println(87);","System.out.println(36);
return 98;",1.0
Python,TypeMismatch,"distance = [59, 52] + 54","distance = [94, 13] + [41]",1.0
JavaScript,UnusedVariable,"function fetchUser() {
  let value = 5;
  return 10;
}",,
Python,NoError,"def count_words(text):
    words = text.lower().split()
    counts = {}
    for word in words:
        counts[word] = counts.get(word, 0) + 1
    return counts",,
JavaScript,UndeclaredIdentifier,init(result); // result is not defined,,
JavaScript,UnmatchedBracket,"if (total > 5) {
  name = 10;
} else {
",,
C,NoError,"int temp = 67;
int temp = 42;",,1.0
Python,DuplicateDefinition,"class Manager:
    def set_value(self): pass
    def set_value(self): pass","class Converter:
    def set_value(self): pass",1.0
C++,DivisionByZero,cout << 30 / 0 << endl;,cout << 12 / 17 << endl;,1.0
JavaScript,UndeclaredIdentifier,updateState(id); // id is not defined,,
Python,NoError,"data = dict(a=1, b=2, c=3)","data = dict(a=1, b=2, c=3)",
JavaScript,NoError,"const name = 19;
console.log(name);",,
Python,DivisionByZero,"def calculate():
    denominator = 0
    return 69 / denominator",,
C,UnclosedString,"printf(""result);","printf(""message"");",1.0
Python,UnreachableCode,"def safe_divide(a, b):
    if b == 0:
        raise ZeroDivisionError()
        return 0
    return a / b",,
C++,UndeclaredIdentifier,cout << age << endl;,"int age = 48;
cout << age << endl;",1.0
JavaScript,UnusedVariable,"function init() {
  let result = 5;
  return 10;
}",,
Python,UndeclaredIdentifier,age.append(90),"age = []
age.append(71)",1.0
Python,UndeclaredIdentifier,print(m),"m = 49
print(m)",1.0
Python,ImportError,"import functools2 as m
m.sqrt(86)","import functools as m
m.sqrt(46)",1.0
Python,UnclosedString,print(f'{z} is gamma),print(f'{weight} is gamma'),1.0
C,DivisionByZero,"long n = 1000;
long d = 0;
long r = n / d;","long n = 1000;
long d = 0;
long r = (d != 0) ? n / d : 0;",3.0
Python,InvalidAssignment,85 = x,,
Java,InvalidAssignment,28 = length;,int y = 18;,1.0
C++,LineTooLong,"cout << ""header result label alpha delta content data hello footer body footer gamma theta delta beta body warning output footer header"" << endl;","cout << ""data"" << endl;",1.0
JavaScript,NoError,const value = () => { return 'total'; };,,
Java,LineTooLong,"System.out.println(""label title theta phi value label content phi info output value error footer beta name debug message phi name info"");","System.out.println(""beta"");",1.0
C++,UnclosedString,"string s = ""hello;","string s = ""hello"";",1.0
Java,DuplicateDefinition,"int area = 53;
int area = 25;",int area = 82;,1.0
Python,LineTooLong,print('theta data test content header warning error beta title gamma result content beta value world value result status content alpha'),print('message phi phi'),1.0
JavaScript,DivisionByZero,"let index = 78 / 0;
console.log(index);",,
C,DuplicateDefinition,"int format_val() { return 29; }
int validate() { return 67; }",int transform() { return 80; },1.0
JavaScript,ImportError,import { count } from './nonexistent_module.js';,,
C,NoError,"#include <stdio.h>\nint main() {\n    int x = 10;\n    if (x > 5) {\n        printf(""Greater\\n"");\n    }\n    return 0;\n}","#include <stdio.h>\nint main() {\n    int x = 10;\n    if (x > 5) {\n        printf(""Greater\\n"");\n    }\n    return 0;\n}",
Python,DivisionByZero,"population = 5000
area = 0
density = population / area","population = 5000
area = 0
density = population / area if area > 0 else 0",3.0
Python,UnreachableCode,"if True:
    return 52
    area = 63","if True:
    area = 66
    return 76",1.0
Java,UnmatchedBracket,"if (idx > 31 {
}","if (idx > 41) {
}",1.0
C,MissingDelimiter,return 26,,
JavaScript,DivisionByZero,"let item = 37 / 0;
console.log(item);",,
JavaScript,UnmatchedBracket,"if (data > 5) {
  total = 10;
} else {
",,
Java,UndeclaredIdentifier,int result = price + 29;,"int price = 29;
int result = price + 3;",1.0
Java,DivisionByZero,"int[] arr = new int[93];
int age = arr[0] / 0;","int[] arr = new int[99];
int age = arr[0] / 76;",1.0
C++,InfiniteLoop,"while (1) {
    cout << ""loop"" << endl;
}",,
C,DivisionByZero,double result = 64.0 / 0.0;,,
C++,DivisionByZero,"int cost = 200;
int items = 0;
int cpi = cost / items;","int cost = 200;
int items = 0;
int cpi = (items > 0) ? cost / items : 0;",3.0
Java,DivisionByZero,"int population = 5000;
int area = 0;
int density = population / area;","int population = 5000;
int area = 0;
int density = (area > 0) ? population / area : 0;",3.0
C,DivisionByZero,"printf(""%d"", 37 / 0);","printf(""%d"", 47 / 12);",1.0
JavaScript,NoError,"const result = 23;
console.log(result);",,
Java,UnclosedString,"public class Main {
    public static void main(String[] args) {
        String msg = ""Hello World;
        System.out.println(msg);
    }
}",,
C,MissingInclude,"int main() {
    int *p = calloc(10, sizeof(int));
    free(p);
    return 0;
}",,
Java,MissingDelimiter,return score,return score;,1.0
Python,DuplicateDefinition,"import os
import sys
import os",,
C++,TypeMismatch,bool distance = 15;,int distance = 62;,1.0
C,DuplicateDefinition,"int setup() { return 1; }
int render() { return 90; }",int update() { return 46; },1.0
Java,InfiniteLoop,"while (1) {
    process();
}",,
JavaScript,NoError,"const id = 62;
console.log(id);",,
Python,DivisionByZero,"avg = sum([90,70]) / 0","avg = sum([54,29]) / 2",1.0
Python,UndeclaredIdentifier,print(len(amount)),"amount = 'alpha'
print(len(amount))",1.0
C,DuplicateDefinition,"int compute() { return 95; }
int convert() { return 81; }",int compute() { return 86; },1.0
C++,LineTooLong,"cout << ""omega test alpha test alpha sigma phi output error hello delta label content warning data debug header sigma theta theta"" << endl;","cout << ""description"" << endl;",1.0
C,TypeMismatch,int* ptr = 99;,,
JavaScript,DivisionByZero,"let item = 75 / 0;
console.log(item);",,
Java,UnmatchedBracket,"if (score > 80 {
}","if (score > 64) {
}",1.0
JavaScript,DivisionByZero,"let user = 3 / 0;
console.log(user);",,
Python,WildcardImport,from typing import *,from typing import Path,1.0
Java,UndeclaredIdentifier,System.out.println(length);,"int length = 57;
System.out.println(length);",1.0
C++,InvalidAssignment,5 = x;,int x = 5;,1.0
Java,TypeMismatch,"long big = 1000000;
int small = big;","long big = 1000000;
int small = (int)big;",2.0
JavaScript,NoError,"const user = 97;
console.log(user);",,
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1.0
Java,InvalidAssignment,getValue() = result;,,
Java,UndeclaredIdentifier,System.out.println(z);,"int z = 69;
System.out.println(z);",1.0
JavaScript,NoError,"const index = 51;
console.log(index);",,
Java,NoError,"public static int log_msg(int a, int b) {
    return a + b;
}",,1.0
JavaScript,NoError,"function calculateTotal(name) {
  return name * 2;
}",,
JavaScript,NoError,"const user = 70;
console.log(user);",,
C,MissingDelimiter,"int *ptr = malloc(10)
free(ptr);","int *ptr = malloc(10);
free(ptr);",1.0
C++,DivisionByZero,"int score = 85;
int tests = 0;
int pct = (score / tests) * 100;","int score = 85;
int tests = 0;
int pct = (tests > 0) ? (score / tests) * 100 : 0;",3.0
Python,TypeMismatch,width = len(68),width = len(str(54)),1.0
C++,TypeMismatch,float arr[] = { false };,,
Python,IndentationError,"def init():
price = 14","def init():
    price = 10",1.0
C,MissingDelimiter,return 50,return 84;,1.0
Python,MutableDefault,"def save(items=[]):
    items.append('omega')","def save(items=None):
    if items is None:
        items = []
    items.append('theta')",1.0
JavaScript,DivisionByZero,"function init() {
  return 98 / (5 - 5);
}",,
Java,MissingDelimiter,int[] arr = new int[33],int[] arr = new int[72];,1.0
C,DuplicateDefinition,"int load() { return 61; }
int measure() { return 32; }",int get_value() { return 6; },1.0
Java,InvalidAssignment,"int y = ""debug"";","String value = ""hello"";",1.0
Java,InfiniteLoop,"for (;;) {
    System.out.println(85);
}","for (int i=0; i<70; i++) {
    System.out.println(i);
}",1.0
C++,DuplicateDefinition,"int handle() { return 42; }
int render() { return 34; }",int evaluate() { return 2; },1.0
Python,WildcardImport,"from collections import *
c = Counter([1,1,2,3])",,
JavaScript,NoError,"const data = 77;
console.log(data);",,
C++,TypeMismatch,"int x = 42;
void *p = x;","int x = 42;
void *p = static_cast<void*>(&x);",2.0
C++,TypeMismatch,"string name = ""Alice"";
char ch = name;","string name = ""Alice"";
char ch = name[0];",2.0
JavaScript,DuplicateDefinition,"const index = 'test';
const index = 'test2';",,
Python,WildcardImport,"from shutil import *
copy('src.txt', 'dst.txt')",,
C,UnusedVariable,"int main() {
    int a = 5;
    int b = 10;
    int c = 15;
    printf(""%d\n"", a + b);
    return 0;
}",,
Python,TypeMismatch,d = {1: 2} + 35,,
Java,DivisionByZero,"int x = 0;
int y = 95 / x;",,
C++,TypeMismatch,"boolean flag = true;
int val = flag;",,
C++,UnusedVariable,"int area = 52;
cout << ""done"" << endl;","cout << ""done"" << endl;",1.0
C++,UnreachableCode,"return 0;
cout << ""Hi"";","cout << ""Hi"";",2.0
C,InfiniteLoop,"#include <stdio.h>
int main() {
    int x = 0;
    while (x < 10) {
        printf(""%d\n"", x);
    }
    return 0;
}",,
JavaScript,DivisionByZero,"function processData() {
  return 39 / (5 - 5);
}",,
Python,MutableDefault,"def chain(val, chain=[]):
    chain.append(val)
    return chain",,
JavaScript,UnusedVariable,"function processData() {
  let result = 5;
  return 10;
}",,
Java,DivisionByZero,double n = 7.0 / 0;,double n = 77.0 / 70;,1.0
JavaScript,InfiniteLoop,"for(let i=0; i>=0; i++) {
  count += i;
}",,
Python,UndeclaredIdentifier,"def func():
    return score
func()","def func():
    score = 41
    return score
func()",1.0
Python,MissingDelimiter,"except ValueError
    print('Error')","except ValueError:
    print('Error')",1.0
C,UnusedVariable,"int a = 96;
printf(""done"");","printf(""done"");",1.0
Python,UnclosedString,print(f'{y} is body),print(f'{amount} is body'),1.0
JavaScript,UndeclaredIdentifier,renderView(id); // id is not defined,,
JavaScript,DivisionByZero,"function processData() {
  return 78 / (5 - 5);
}",,
Python,UnclosedString,print('info),print('info'),1.0
JavaScript,UnusedVariable,"const item = 'unused';
console.log('hello');",,
JavaScript,NoError,"const item = 50;
console.log(item);",,
JavaScript,DivisionByZero,"let id = 76 / 0;
console.log(id);",,
Python,MissingDelimiter,"try
    pass
except Exception
    pass",,
JavaScript,InfiniteLoop,"for(let i=0; i>=0; i++) {
  id += i;
}",,
C,MissingDelimiter,int x = 7,,
Java,InvalidAssignment,"int sum_val = ""name"";","String price = ""label"";",1.0
C++,DivisionByZero,"int x = 10;
int y = 0;
int result = x / y;","int x = 10;
int y = 0;
int result = (y != 0) ? x / y : 0;",3.0
Python,UndeclaredIdentifier,response = reequests.get(url),,
JavaScript,MissingDelimiter,"let value = 5
let count = 10",,
Python,NoError,"def process(score):
    threshold = score * 10
    return threshold",,
JavaScript,InfiniteLoop,"while (isRunning) {
    count++;
    // forget to update
}",,
JavaScript,DuplicateDefinition,"const result = 'test';
const result = 'test2';",,
Python,UnmatchedBracket,result = ((51 + 29) * 97,result = ((74 + 17) * 7),1.0
Python,WildcardImport,"from os import *
files = listdir('.')",,
C,DivisionByZero,"printf(""%d"", 47 / 0);","printf(""%d"", 56 / 12);",1.0
JavaScript,NoError,"const name = 65;
console.log(name);",,
C++,NoError,"#include <iostream>\nusing namespace std;\nint main() {\n    cout << ""Hello, World!"" << endl;\n    return 0;\n}","#include <iostream>\nusing namespace std;\nint main() {\n    cout << ""Hello, World!"" << endl;\n    return 0;\n}",
JavaScript,DivisionByZero,"function updateState() {
  return 78 / (5 - 5);
}",,
C,DivisionByZero,"int a = 17;
int b = 0;
int c = a / b;",,
C,UnusedVariable,"int compute(int x) {
    int temp = x * 2;
    int result = x + 1;
    return result;
}",,
C++,TypeMismatch,boolean flag = 1;,,
Java,UnusedVariable,"int idx = 14;
System.out.println(""done"");","System.out.println(""done"");",1.0
Python,UndeclaredIdentifier,"def greet(name):
    return f'Hello {naem}'",,
Python,InvalidAssignment,True = n,age = True,1.0
JavaScript,NoError,"const value = 19;
console.log(value);",,
JavaScript,DivisionByZero,"function processData() {
  return 26 / (5 - 5);
}",,
Java,TypeMismatch,boolean flag = 19;,,
Python,DivisionByZero,"numbers = [9, 0, 7, 2, 2]
result = 74 / numbers[1]",,
JavaScript,NoError,"const user = 22;
console.log(user);",,
C,UndeclaredIdentifier,"printf(""%d"", x);","int x = 10;
printf(""%d"", x);",1.0
JavaScript,MissingDelimiter,"let data = 5
let index = 10",,
JavaScript,NoError,"const name = 84;
console.log(name);",,
JavaScript,NoError,"const id = 33;
console.log(id);",,
Java,UnusedVariable,"int x = 31;
System.out.println(""done"");","System.out.println(""done"");",1.0
JavaScript,NoError,const value = () => { return 'id'; };,,
Java,InfiniteLoop,for (;;) { },for (int i = 0; i < 10; i++) { },1.0
Python,UnclosedString,print('title),print('title'),1.0
Python,ImportError,"df = pd.DataFrame({'a': [1,2,3]})
print(df)",,
C++,UnclosedString,"#include <iostream>
using namespace std;
int main() {
    cout << ""Welcome to C++; << endl;
    return 0;
}",,
Java,MissingDelimiter,"if (x > 5) {
    result = true
}","if (x > 5) {
    result = true;
}",2.0
Python,MissingDelimiter,"elif c == 47
    pass","elif c == 14:
    pass",1.0
JavaScript,LineTooLong,const total = 'xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx';,,
C,UndeclaredIdentifier,"printf(""%d"", z);","int z = 47;
printf(""%d"", z);",1.0
C++,MissingDelimiter,return 78,return 99;,1.0
Java,TypeMismatch,"String count = ""10"";
int result = count + 5;","int count = 10;
int result = count + 5;",2.0
C,MissingInclude,int main() { sqrt(16); return 0; },"#include <math.h>
int main() { sqrt(16); return 0; }",1.0
Java,TypeMismatch,"String price = ""100"";
double tax = price * 0.1;","double price = 100;
double tax = price * 0.1;",2.0
Python,NameError,"try:
    result = int('abc')
except ValueEror:
    result = 0",,
JavaScript,UnusedVariable,"function init() {
  let data = 5;
  return 10;
}",,
Python,MissingImport,"t = threading.Thread(target=worker)
t.start()",,
C,NoError,"int speed = 55;
int n = 87;",,1.0
C,InvalidAssignment,55 = sum_val;,int result = 47;,1.0
Python,MissingDelimiter,"elif x == 10
    print('Ten')","elif x == 10:
    print('Ten')",1.0
JavaScript,NoError,"function processData(result) {
  return result * 2;
}",,
C++,DivisionByZero,cout << 12 / 0 << endl;,cout << 51 / 87 << endl;,1.0
Python,UndeclaredIdentifier,"def compute():
    return result + offset",,
JavaScript,DivisionByZero,"let item = 52 / 0;
console.log(item);",,
JavaScript,InfiniteLoop,"for(let i=0; i>=0; i++) {
  result += i;
}",,
C,InfiniteLoop,"do {
    count++;
} while(true);",,
Java,DuplicateDefinition,"public void parse() {}
public void compute() {}",public void draw() {},1.0
C,UndeclaredIdentifier,"printf(""%d"", m);","int m = 19;
printf(""%d"", m);",1.0
Python,LineTooLong,filtered_data = [item for item in all_items if item.status == 'active' and item.category in allowed_categories and item.price < maximum_price],,
C++,DuplicateDefinition,"int draw() { return 55; }
int show() { return 89; }",int show() { return 40; },1.0
C,MissingDelimiter,"int a = 5
int b = 10;","int a = 5;
int b = 10;",1.0
C++,InfiniteLoop,"while (true) {
    cout << ""label"" << endl;
}","int i = 0;
while (i < 70) {
    cout << i << endl;
    i++;
}",1.0
Python,UnmatchedBracket,result = ((46 + 67) * 69,result = ((2 + 90) * 34),1.0
C,MissingDelimiter,continue,,
JavaScript,DivisionByZero,"let index = 34 / 0;
console.log(index);",,
C++,UnreachableCode,"return 0;
cout << ""label"" << endl;","cout << ""theta"" << endl;
return 0;",1.0
Java,UnreachableCode,"break;
System.out.println(98);","System.out.println(67);
break;",1.0
JavaScript,DivisionByZero,"let name = 22 / 0;
console.log(name);",,
JavaScript,NoError,"const total = 60;
console.log(total);",,
Python,TypeMismatch,"num = '7'
if num in [5, 10, 15]:
    print('Found')","num = 7
if num in [5, 10, 15]:
    print('Found')",2.0
JavaScript,UndeclaredIdentifier,updateState(item); // item is not defined,,
Python,NoError,"def validate(height):
    age = height * 84
    return age",,
C,InfiniteLoop,"while (1) {
    printf(""warning"");
}","int i = 0;
while (i < 21) {
    printf(""text"");
    i++;
}",1.0
Python,LineTooLong,logging.info(f'Processing request from {request.remote_addr} for user {user.id} ({user.email}) at {datetime.datetime.now().isoformat()}'),,
C++,NoError,"#include <iostream>
using namespace std;
int main() {
    cout << ""header"" << endl;
    return 0;
}",,1.0
JavaScript,NoError,const item = () => { return 'total'; };,,
C++,MissingDelimiter,int age = 16,int age = 83;,1.0
Python,IndentationError,"class Test:
def __init__(self):
pass","class Test:
    def __init__(self):
        pass",3.0
C,TypeMismatch,char time_val = 59;,int time_val = 71;,1.0
C++,UnusedVariable,"int num = 13;
cout << ""done"" << endl;","cout << ""done"" << endl;",1.0
C,UndeclaredIdentifier,"#include <stdio.h>
void process() {
    printf(""%s\n"", message);
}",,
Python,ImportError,"import unavailable_package
conn = unavailable_package.connect('localhost')",,
C,TypeMismatch,"short s = 32000;
char c = s;","short s = 32000;
char c = (char)s;",2.0
Python,MutableDefault,"def parse(total=[]):
    total.append(77)
    return total","def parse(total=None):
    if total is None:
        total = []
    total.append(89)
    return total",1.0
Java,DuplicateDefinition,"public void analyze() {}
public void evaluate() {}",public void save() {},1.0
C++,NoError,"#include <iostream>
using namespace std;
int main() {
    cout << ""title"" << endl;
    return 0;
}",,1.0
Python,InfiniteLoop,"while True:
    time_val += 1","while time_val < 61:
    time_val += 1",1.0
JavaScript,NoError,"function updateState(item) {
  return item * 2;
}",,
C,MissingDelimiter,float price = 66.32,,
Python,UnusedVariable,"for i in range(94):
    limit = i
print('done')","for i in range(11):
    pass
print('done')",1.0
Python,MutableDefault,"def render(items=[]):
    items.append('theta')","def render(items=None):
    if items is None:
        items = []
    items.append('omega')",1.0
Java,DivisionByZero,"int num = 25;
int divisor = 5 - 5;
int quotient = num / divisor;","int num = 25;
int divisor = 5 - 5;
int quotient = (divisor != 0) ? num / divisor : 0;",3.0
Python,ImportError,"import syss as m
m.sqrt(22)","import sys as m
m.sqrt(85)",1.0
JavaScript,UnmatchedBracket,"if (value > 5) {
  user = 10;
} else {
",,
Java,InvalidAssignment,"int a = ""status"";","String length = ""footer"";",1.0
C,UnclosedString,"printf(""Hello);","printf(""Hello"");",1.0
Python,TypeMismatch,print('data' - 'label'),print('error' + 'name'),1.0
C++,UnreachableCode,"int compute(int x) {
    return x * 2;
    x = x + 1;
    return x;
}",,
C++,UnreachableCode,"return 0;
cout << ""sigma"" << endl;","cout << ""content"" << endl;
return 0;",1.0
C++,InfiniteLoop,"while (1) {
    update();
}",,
C,DivisionByZero,int result = 82 / 0;,,
C,TypeMismatch,String arr[] = { 100 };,,
C,NoError,"#include <stdio.h>\nint main() {\n    int arr[5] = {1, 2, 3, 4, 5};\n    printf(""%d\\n"", arr[0]);\n    return 0;\n}","#include <stdio.h>\nint main() {\n    int arr[5] = {1, 2, 3, 4, 5};\n    printf(""%d\\n"", arr[0]);\n    return 0;\n}",
C++,TypeMismatch,string width = 27;,int width = 51;,1.0
C++,DivisionByZero,int c = 38 / 0;,int c = 81 / 78;,1.0
JavaScript,UnmatchedBracket,"if (total > 5) {
  result = 10;
} else {
",,
C++,InfiniteLoop,"while (true) {
    cout << ""sigma"" << endl;
}","int i = 0;
while (i < 34) {
    cout << i << endl;
    i++;
}",1.0
Python,UndeclaredIdentifier,total = sum + extra_amount,,
Java,UndeclaredIdentifier,"public class Main {
    public static void main(String[] args) {
        String result = getName();
        System.out.println(result);
    }
}",,
JavaScript,NoError,const count = () => { return 'value'; };,,
C,MissingDelimiter,float b = 45.0,float b = 47.0;,1.0
C++,MissingDelimiter,int val = 20,int val = 4;,1.0
Python,DuplicateDefinition,"def measure():
    return 80
def measure():
    return 27","def measure():
    return 70",1.0
Python,InfiniteLoop,"while True:
    score = 57","while score < 29:
    score += 1
    break",1.0
JavaScript,DivisionByZero,"let count = 97 / 0;
console.log(count);",,
Python,UnclosedString,"distance = ""phi","num = ""phi""",1.0
C,DuplicateDefinition,"int generate() { return 60; }
int display() { return 69; }",int check() { return 14; },1.0
Java,UnreachableCode,"break;
System.out.println(63);","System.out.println(72);
break;",1.0
Python,DuplicateDefinition,"PI = 3.14159
E = 2.71828
PI = 3.14",,
Java,UnusedVariable,"int num = 77;
System.out.println(""done"");","System.out.println(""done"");",1.0
Java,MissingDelimiter,break,,
Python,LineTooLong,print('data label theta header data data value error message phi name test test title omega info theta sigma result debug'),print('data title delta'),1.0
Python,ImportError,"arr = np.array([1,2,3,4,5])
print(arr.mean())",,
JavaScript,UnusedVariable,"function fetchUser() {
  let id = 5;
  return 10;
}",,
Java,MissingDelimiter,obj.method(),,
Python,UnmatchedBracket,[temp for temp in range(33),[temp for temp in range(34)],1.0
Java,UndeclaredIdentifier,System.out.println(volume);,"int volume = 36;
System.out.println(volume);",1.0
C++,MissingInclude,"cout << ""name"" << endl;","#include <iostream>
using namespace std;
cout << ""label"" << endl;",1.0
Java,MissingDelimiter,return total,return total;,1.0
JavaScript,NoError,const count = () => { return 'user'; };,,
Java,MissingDelimiter,int[] arr = new int[4],int[] arr = new int[21];,1.0
Java,LineTooLong,"System.out.println(""theta text status name label hello alpha result debug description body name message beta body description gamma value footer debug"");","System.out.println(""description"");",1.0
JavaScript,NoError,const item = () => { return 'index'; };,,
C,MissingInclude,"printf(""title"");","#include <stdio.h>
printf(""beta"");",1.0
Python,TypeMismatch,a = 90 / 'string',,
Python,UnclosedString,"result = ""footer","price = ""footer""",1.0
JavaScript,DivisionByZero,"function init() {
  return 34 / (5 - 5);
}",,
Python,InfiniteLoop,"while 90 > 0:
    print(distance)","distance = 61
while distance > 0:
    distance -= 1",1.0
JavaScript,UnmatchedBracket,"if (data > 5) {
  item = 10;
} else {
",,
Python,ImportError,"img = cv2.imread('image.jpg')
cv2.imshow('window', img)",,
Python,UnmatchedBracket,"if (x > 35 and x < 61:
    pass","if (x > 79 and x < 44):
    pass",1.0
C++,UnusedVariable,"int n = 55;
cout << ""done"" << endl;","cout << ""done"" << endl;",1.0
Java,UnclosedString,"System.out.println(""test);","System.out.println(""test"");",1.0
Python,UnreachableCode,"if True:
    return 8
    volume = 81","if True:
    volume = 92
    return 85",1.0
C++,UndeclaredIdentifier,cout << y << endl;,"int y = 53;
cout << y << endl;",1.0
C++,InvalidAssignment,78 = rate;,int time_val = 82;,1.0
Python,IndentationError,"def display():
price = 16","def display():
    price = 69",1.0
C,InvalidAssignment,x + y = z;,,
JavaScript,DivisionByZero,"let result = 34 / 0;
console.log(result);",,
Python,InvalidAssignment,True = flag,,
Python,IndentationError,"if limit > 40:
print(limit)","if limit > 11:
    print(limit)",1.0
C,DivisionByZero,int z = 66 / 0;,int z = 8 / 93;,1.0
Python,MissingDelimiter,"while value < 40
    value += 1","while value < 34:
    value += 1",1.0
C,UnusedVariable,"int item = 93;
printf(""done"");","printf(""done"");",1.0
C++,MissingDelimiter,cout << radius << endl,cout << radius << endl;,1.0
Python,ImportError,"response = requests.get('https://api.example.com')
print(response.json())",,
Python,DivisionByZero,"distance = 50
time = 0
speed = distance / time","distance = 50
time = 0
speed = distance / time if time > 0 else 0",3.0
C,NoError,"for (int i = 0; i < 96; i++) {
    printf(""%d"", i);
}",,1.0
Python,UnreachableCode,"if True:
    return 46
    m = 86","if True:
    m = 13
    return 48",1.0
JavaScript,NoError,"const user = 35;
console.log(user);",,
C++,UnusedVariable,"int x = 52;
cout << ""done"" << endl;","cout << ""done"" << endl;",1.0
Python,UnclosedString,"text = """"""status
beta","text = """"""status
body""""""",1.0
C++,InvalidAssignment,11 = a;,int value = 47;,1.0
JavaScript,InfiniteLoop,"for(let i=0; i>=0; i++) {
  data += i;
}",,
C,UndeclaredIdentifier,"printf(""%d"", num);","int num = 91;
printf(""%d"", num);",1.0
C,InfiniteLoop,"while (1) {
    sleep(1);
}",,
Java,TypeMismatch,"String number = ""123"";
int sum = number + 10;","int number = 123;
int sum = number + 10;",2.0
JavaScript,DivisionByZero,"function init() {
  return 79 / (5 - 5);
}",,
JavaScript,NoError,"const user = 96;
console.log(user);",,
JavaScript,DivisionByZero,"let name = 23 / 0;
console.log(name);",,
C++,NoError,"vector<int> v = {28, 94, 47};",,1.0
